Homework 1,Homework 2,Homework 3,Homework 4,Homework 5,Homework 6,Lab 02,Lab 03,Lab 04,Lab 05,Lab 06,Lab 07,Lab 08,Lab 09,Lab 10,Lab 11,Lab 12,Lab 13,Lab 14,Lab 15,Lab 16,Lab 17,Project 1,Project 2A,Project 2B,Project 3,Midterm 1,Midterm 2,Midterm 2 Grade
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,45.0,50.0,100.0,32.5,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,0,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,44.0,A+
50,0,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,41.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,42.0,A+
0,50,50,50,50.0,0,20.0,0.0,20,19.91,7,0,20,20,0,20.0,20,20,20,14,12,0,100,50.0,50.0,0.0,40.0,43.0,A+
50,50,50,50,50.0,50,0.0,20.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.5,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,99.93,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.5,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,0,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,44.0,A+
50,50,50,50,49.75,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.0,44.0,A+
50,50,50,50,26.96,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,80,50.0,50.0,100.0,40.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,0.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.5,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,0,50,32,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,26.5,75.0,36.5,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,5,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,0.0,20,20,20,20,20,16.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.5,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
30,50,50,50,35.05,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.0,45.0,A+
50,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,50.0,50.0,100.0,0.0,0.0,E
50,50,50,50,50.0,50,10.0,0.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.5,42.0,A+
50,50,50,50,50.0,50,10.0,20.0,20,20.0,20,4,20,20,20,20.0,20,20,10,4,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,0,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.0,42.0,A+
50,50,50,33,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,80,50.0,50.0,100.0,30.5,34.0,B
50,50,50,50,50.0,50,2.5,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
45,50,50,50,0.09,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,33.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,10,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,44.0,A+
50,50,50,50,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,0,100,50.0,50.0,100.0,37.0,41.0,A+
0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,50.0,50.0,100.0,40.0,39.0,A+
50,50,50,50,0.0,0,20.0,0.0,20,20.0,20,0,20,20,20,20.0,20,20,0,0,0,0,100,50.0,50.0,0.0,30.0,0.0,E
50,50,50,39,50.0,0,20.0,20.0,20,20.0,20,20,0,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,98.55,29.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,30.0,45.0,A+
0,0,0,0,0.0,50,0.0,20.0,20,20.0,20,20,20,0,20,0.0,20,20,0,0,20,20,50,0.0,0.0,43.76,28.5,42.0,A+
0,50,50,50,50.0,50,20.0,20.0,20,20.0,20,0,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,30.5,27.0,D+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.0,34.0,B
50,50,47,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,8,8,20,100,50.0,50.0,100.0,36.5,43.0,A+
50,50,50,50,50.0,50,20.0,0.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.0,39.0,A+
35,50,50,50,47.48,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,19.15,34.5,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,32.5,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,19.98,20,20,20,20,20,20.0,20,20,20,0,20,20,100,50.0,50.0,100.0,24.0,36.0,A-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,0,20,20,20,20.0,0,20,20,20,20,20,80,50.0,50.0,100.0,31.5,42.0,A+
50,50,50,50,50.0,50,10.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
50,50,50,50,50.0,50,15.0,10.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,33.0,32.0,B-
50,50,50,46,50.0,50,20.0,10.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,0,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.5,43.0,A+
