Lab 02 (820171),Lab 03 (820172),Lab 04 (820173),Lab 05 (820174),Lab 06 (820175),Lab 07 (820176),Lab 08 (820177),Lab 09 (820178),Lab 10 (820179),Lab 11 (820180),Lab 12 (820181),Lab 13 (820182),Lab 14 (820183),Lab 15 (820184),Lab 16 (820185),Lab 17 (820186),Lab 20 (820189),Lab 21 (820190),Lab 22 (820187),Lab 23 (820188),Homework 1 (820163),Homework 2 (820164),Homework 3 (820165),Homework 4 (820211),Homework 5 (820166),Homework 6 (820167),Homework 7 (820168),Project 1 (820193),Project 2A (820194),Project 2B (820195),Project 3 (820196),Project 4 (820197),Extra Credit (838909),Midterm 1 (820191),Midterm 2 (820192),Final Exam (820162),Free Coding (10 pts) (840138),Assignments Current Score,Assignments Unposted Current Score,Assignments Final Score,Assignments Unposted Final Score,Assessments Current Score,Assessments Unposted Current Score,Assessments Final Score,Assessments Unposted Final Score,Labs Current Score,Labs Unposted Current Score,Labs Final Score,Labs Unposted Final Score,Homework Current Score,Homework Unposted Current Score,Homework Final Score,Homework Unposted Final Score,Projects Current Score,Projects Unposted Current Score,Projects Final Score,Projects Unposted Final Score,Midterm 1 Current Score,Midterm 1 Unposted Current Score,Midterm 1 Final Score,Midterm 1 Unposted Final Score,Midterm 2 Current Score,Midterm 2 Unposted Current Score,Midterm 2 Final Score,Midterm 2 Unposted Final Score,Final Exam Current Score,Final Exam Unposted Current Score,Final Exam Final Score,Final Exam Unposted Final Score,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Imported Assignments Current Score,Imported Assignments Unposted Current Score,Imported Assignments Final Score,Imported Assignments Unposted Final Score,Current Score,Unposted Current Score,Final Score,Unposted Final Score,Current Grade,Unposted Current Grade,Final Grade,Unposted Final Grade
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,,40,45,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,100,100,100,100,112.5,112.5,112.5,112.5,95.31,95.31,95.31,95.31,,,0,0,,,,,99.38,99.38,99.38,99.38,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,0,50,0,100,50,50,0,0,,38,41,53.86,,,,0,0,100,100,100,100,100,100,100,100,78.33,78.33,78.33,78.33,50,50,50,50,95,95,95,95,102.5,102.5,102.5,102.5,84.16,84.16,84.16,84.16,,,0,0,,,,,81.79,81.79,81.79,81.79,B-,B-,B-,B-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,38,42,57,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,105,105,105,105,89.06,89.06,89.06,89.06,,,0,0,,,,,97.81,97.81,97.81,97.81,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,38,45,58,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,112.5,112.5,112.5,112.5,90.63,90.63,90.63,90.63,,,0,0,,,,,99.25,99.25,99.25,99.25,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,45,54,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,112.5,112.5,112.5,112.5,84.38,84.38,84.38,84.38,,,0,0,,,,,97.63,97.63,97.63,97.63,A,A,A,A
20,20,20,19.9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,42,59,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,105,105,105,105,92.19,92.19,92.19,92.19,,,0,0,,,,,99.19,99.19,99.19,99.19,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,34,44,56,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,85,85,85,85,110,110,110,110,87.5,87.5,87.5,87.5,,,0,0,,,,,96.75,96.75,96.75,96.75,A,A,A,A
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,44,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,110,110,110,110,95.31,95.31,95.31,95.31,,,0,0,,,,,100.19,100.19,100.19,100.19,A,A,A,A
20,20,20,20,20,20,20,0,20,0,20,20,20,0,20,20,20,20,20,20,35,0,50,28,50,50,0,100,50,50,100,25,,38,41,55,,,,0,0,100,100,100,100,94.44,94.44,94.44,94.44,71,71,71,71,81.25,81.25,81.25,81.25,95,95,95,95,102.5,102.5,102.5,102.5,85.94,85.94,85.94,85.94,,,0,0,,,,,88.39,88.39,88.39,88.39,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,93.75,93.75,93.75,93.75,,,0,0,,,,,100.63,100.63,100.63,100.63,A,A,A,A
0,0,0,0.3,7,0,0,10,0,11,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,26.5,45,45,,,,0,0,100,100,100,100,63.42,63.42,63.42,63.42,100,100,100,100,100,100,100,100,66.25,66.25,66.25,66.25,112.5,112.5,112.5,112.5,70.31,70.31,70.31,70.31,,,0,0,,,,,85.39,85.39,85.39,85.39,B,B,B,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,45,62,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,96.88,96.88,96.88,96.88,,,0,0,,,,,100.88,100.88,100.88,100.88,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,30,50,50,50,50,50,50,100,50,50,100,0,,32,34,50,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,75,75,75,75,80,80,80,80,85,85,85,85,78.13,78.13,78.13,78.13,,,0,0,,,,,84.13,84.13,84.13,84.13,B,B,B,B
0,20,20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,0,50,100,50,50,100,50,,32,44,53,,,,0,0,100,100,100,100,100,100,100,100,95,95,95,95,87.5,87.5,87.5,87.5,80,80,80,80,110,110,110,110,82.81,82.81,82.81,82.81,,,0,0,,,,,91.44,91.44,91.44,91.44,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,42,100,50,50,100,100,,39,41,62,10,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,102.5,102.5,102.5,102.5,96.88,96.88,96.88,96.88,100,100,100,100,,,,,104.38,104.38,104.38,104.38,A,A,A,A
20,20,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,15,,38,40,53,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,78.75,78.75,78.75,78.75,95,95,95,95,100,100,100,100,82.81,82.81,82.81,82.81,,,0,0,,,,,90.5,90.5,90.5,90.5,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,19.5,20,20,20,20,20,20,20,20,6,20,50,50,50,50,50,50,50,100,50,50,100,100,,35,37,55,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,92.5,92.5,92.5,92.5,85.94,85.94,85.94,85.94,,,0,0,,,,,94.19,94.19,94.19,94.19,A,A,A,A
20,17.5,20,0,20,20,20,20,20,20,20,20,15,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,,34,43,56,,,,0,0,100,100,100,100,99.31,99.31,99.31,99.31,100,100,100,100,93.75,93.75,93.75,93.75,85,85,85,85,107.5,107.5,107.5,107.5,87.5,87.5,87.5,87.5,,,0,0,,,,,94.71,94.71,94.71,94.71,A,A,A,A
0,15,12,17.88,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,50,50,50,100,50,50,100,100,,37,43,59,,,,0,0,0,0,0,0,98.02,98.02,98.02,98.02,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,107.5,107.5,107.5,107.5,92.19,92.19,92.19,92.19,,,0,0,,,,,98.14,98.14,98.14,98.14,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,6,50,50,50,50,50,50,50,100,50,50,100,50,,31,34,48,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,77.5,77.5,77.5,77.5,85,85,85,85,75,75,75,75,,,0,0,,,,,86.25,86.25,86.25,86.25,B,B,B,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,50,0,0,50,50,50,55,50,50,100,100,,39,45,53,10,,,0,0,100,100,100,100,100,100,100,100,81.67,81.67,81.67,81.67,88.75,88.75,88.75,88.75,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,82.81,82.81,82.81,82.81,100,100,100,100,,,,,98.42,98.42,98.42,98.42,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,100,,26,41,50,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,65,65,65,65,102.5,102.5,102.5,102.5,78.13,78.13,78.13,78.13,,,0,0,,,,,90.75,90.75,90.75,90.75,A-,A-,A-,A-
20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,0,20,20,20,50,50,50,50,50,50,50,100,50,50,100,65,,38,44,58,,,,0,0,0,0,0,0,94.44,94.44,94.44,94.44,100,100,100,100,91.25,91.25,91.25,91.25,95,95,95,95,110,110,110,110,90.63,90.63,90.63,90.63,,,0,0,,,,,95.85,95.85,95.85,95.85,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,53,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,82.81,82.81,82.81,82.81,,,0,0,,,,,98.06,98.06,98.06,98.06,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,43,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,107.5,107.5,107.5,107.5,95.31,95.31,95.31,95.31,,,0,0,,,,,100.19,100.19,100.19,100.19,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,44,63,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,110,110,110,110,98.44,98.44,98.44,98.44,,,0,0,,,,,100.81,100.81,100.81,100.81,A,A,A,A
20,20,20,19.89,20,20,20,20,20,17,20,20,0,20,20,9,20,0,20,0,50,50,44,50,50,0,50,100,50,50,100,100,,30,45,51,,,,0,0,100,100,100,100,90.53,90.53,90.53,90.53,98,98,98,98,100,100,100,100,75,75,75,75,112.5,112.5,112.5,112.5,79.69,79.69,79.69,79.69,,,0,0,,,,,92.44,92.44,92.44,92.44,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,,37,41,38,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,92.5,92.5,92.5,92.5,102.5,102.5,102.5,102.5,59.38,59.38,59.38,59.38,,,0,0,,,,,89.56,89.56,89.56,89.56,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,39,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,93.75,93.75,93.75,93.75,,,0,0,,,,,98.38,98.38,98.38,98.38,A,A,A,A
20,20,20,19.98,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,40,100,50,50,99.99,25,,40,45,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,81.25,81.25,81.25,81.25,100,100,100,100,112.5,112.5,112.5,112.5,90.63,90.63,90.63,90.63,,,0,0,,,,,95.31,95.31,95.31,95.31,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,0,100,45,50,100,100,,38,43,49,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,98.75,98.75,98.75,98.75,95,95,95,95,107.5,107.5,107.5,107.5,76.56,76.56,76.56,76.56,,,0,0,,,,,95.38,95.38,95.38,95.38,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,41,59,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,102.5,102.5,102.5,102.5,92.19,92.19,92.19,92.19,,,0,0,,,,,98.81,98.81,98.81,98.81,A,A,A,A
20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,50,50,50,50,50,50,50,80,50,50,100,100,,37.5,43,56.5,,,,0,0,100,100,100,100,94.44,94.44,94.44,94.44,100,100,100,100,95,95,95,95,93.75,93.75,93.75,93.75,107.5,107.5,107.5,107.5,88.28,88.28,88.28,88.28,,,0,0,,,,,95.76,95.76,95.76,95.76,A,A,A,A
20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,9,20,20,20,20,50,50,50,0,50,40,50,100,50,50,99.99,0,,38,43,57,,,,0,0,100,100,100,100,100,100,100,100,96.67,96.67,96.67,96.67,75,75,75,75,95,95,95,95,107.5,107.5,107.5,107.5,89.06,89.06,89.06,89.06,,,0,0,,,,,91.6,91.6,91.6,91.6,A-,A-,A-,A-
20,0,20,11,7,20,20,20,20,20,20,20,10,20,20,20,20,20,0,20,30,50,50,50,0,50,0,100,50,50,100,40,,35,40,57,,,,0,0,100,100,100,100,91.11,91.11,91.11,91.11,76.67,76.67,76.67,76.67,85,85,85,85,87.5,87.5,87.5,87.5,100,100,100,100,89.06,89.06,89.06,89.06,,,0,0,,,,,88.52,88.52,88.52,88.52,B+,B+,B+,B+
20,20,20,8.6,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,35,50,50,25,50,0,0,100,20,2,0,0,,38,44,54,,,,0,0,100,100,100,100,91.28,91.28,91.28,91.28,70,70,70,70,30.5,30.5,30.5,30.5,95,95,95,95,110,110,110,110,84.38,84.38,84.38,84.38,,,0,0,,,,,75.94,75.94,75.94,75.94,C,C,C,C
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,27.89,50,50,100,50,50,60.16,0,,34,37,49,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,65.04,65.04,65.04,65.04,85,85,85,85,92.5,92.5,92.5,92.5,76.56,76.56,76.56,76.56,,,0,0,,,,,83.2,83.2,83.2,83.2,B,B,B,B
20,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,0,20,20,20,50,50,50,0,50,32,50,95,50,50,100,100,,39,34,59,10,,,0,0,0,0,0,0,31.67,31.67,31.67,31.67,94,94,94,94,98.75,98.75,98.75,98.75,97.5,97.5,97.5,97.5,85,85,85,85,92.19,92.19,92.19,92.19,100,100,100,100,,,,,89.65,89.65,89.65,89.65,B+,B+,B+,B+
0,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,50,50,50,100,50,50,75.17,100,,40,45,52.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.79,93.79,93.79,93.79,100,100,100,100,112.5,112.5,112.5,112.5,82.03,82.03,82.03,82.03,,,0,0,,,,,96.73,96.73,96.73,96.73,A,A,A,A
20,20,20,20,0,20,0,20,20,9.5,0,20,20,20,4,20,20,20,20,0,50,50,47,32,50,10,50,100,45,16.5,100,25,,37.5,45,44,,,,0,0,100,100,100,100,81.53,81.53,81.53,81.53,93,93,93,93,71.63,71.63,71.63,71.63,93.75,93.75,93.75,93.75,112.5,112.5,112.5,112.5,68.75,68.75,68.75,68.75,,,0,0,,,,,84.12,84.12,84.12,84.12,B,B,B,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,31.5,39,51,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,78.75,78.75,78.75,78.75,97.5,97.5,97.5,97.5,79.69,79.69,79.69,79.69,,,0,0,,,,,92.38,92.38,92.38,92.38,A-,A-,A-,A-
0,20,20,20,20,20,20,20,20,20,20,20,20,14,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,38,45,55,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,112.5,112.5,112.5,112.5,85.94,85.94,85.94,85.94,,,0,0,,,,,98.31,98.31,98.31,98.31,A,A,A,A
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,38,45,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,112.5,112.5,112.5,112.5,90.63,90.63,90.63,90.63,,,0,0,,,,,99.25,99.25,99.25,99.25,A,A,A,A
20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,0,0,20,20,20,50,50,0,0,50,50,0,100,50,50,100,50,,31,45,50,10,,,0,0,100,100,100,100,88.89,88.89,88.89,88.89,66.67,66.67,66.67,66.67,87.5,87.5,87.5,87.5,77.5,77.5,77.5,77.5,112.5,112.5,112.5,112.5,78.13,78.13,78.13,78.13,100,100,100,100,,,,,91,91,91,91,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,43,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,107.5,107.5,107.5,107.5,90.63,90.63,90.63,90.63,,,0,0,,,,,99.25,99.25,99.25,99.25,A,A,A,A
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.18,100,,39,44,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,99.79,99.79,99.79,99.79,97.5,97.5,97.5,97.5,110,110,110,110,95.31,95.31,95.31,95.31,,,0,0,,,,,100.14,100.14,100.14,100.14,A,A,A,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,47.73,50,50,100,50,50,100,65,,37,43,54,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,91.25,91.25,91.25,91.25,92.5,92.5,92.5,92.5,107.5,107.5,107.5,107.5,84.38,84.38,84.38,84.38,,,0,0,,,,,94.69,94.69,94.69,94.69,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,18,50,50,50,50,0,50,50,100,100,,31,41,45,10,,,0,0,100,100,100,100,100,100,100,100,72.67,72.67,72.67,72.67,75,75,75,75,77.5,77.5,77.5,77.5,102.5,102.5,102.5,102.5,70.31,70.31,70.31,70.31,100,100,100,100,,,,,87.08,87.08,87.08,87.08,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,60,5,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,93.75,93.75,93.75,93.75,50,50,50,50,,,,,102.75,102.75,102.75,102.75,A,A,A,A
20,20,20,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,0,0,50,0,0,75,50,50,25,100,,30,39,45.5,,,,0,0,100,100,100,100,100,100,100,100,33.33,33.33,33.33,33.33,75,75,75,75,75,75,75,75,97.5,97.5,97.5,97.5,71.09,71.09,71.09,71.09,,,0,0,,,,,77.18,77.18,77.18,77.18,C+,C+,C+,C+
20,20,20,20,20,20,20,20,20,20,20,20,10,20,20,20,20,0,20,20,50,50,50,50,0,50,50,100,50,50,100,100,,37,36,52.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,90,90,90,90,82.03,82.03,82.03,82.03,,,0,0,,,,,93.78,93.78,93.78,93.78,A,A,A,A
20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,45,50,10,50,50,50,50,100,50,35,100,40,,27.5,45,45,10,,,0,0,100,100,100,100,100,100,100,100,98.33,98.33,98.33,98.33,81.25,81.25,81.25,81.25,68.75,68.75,68.75,68.75,112.5,112.5,112.5,112.5,70.31,70.31,70.31,70.31,100,100,100,100,,,,,91.4,91.4,91.4,91.4,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,43,53,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,107.5,107.5,107.5,107.5,82.81,82.81,82.81,82.81,,,0,0,,,,,96.56,96.56,96.56,96.56,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,63,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,98.44,98.44,98.44,98.44,,,0,0,,,,,101.56,101.56,101.56,101.56,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,92.48,100,,37,45,52,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,98.12,98.12,98.12,98.12,92.5,92.5,92.5,92.5,112.5,112.5,112.5,112.5,81.25,81.25,81.25,81.25,,,0,0,,,,,96.53,96.53,96.53,96.53,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,0,20,20,45,50,50,50,50,50,50,100,50,50,100,100,,37,40,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,100,100,100,100,87.5,87.5,87.5,87.5,,,0,0,,,,,96.38,96.38,96.38,96.38,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,42,60,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,105,105,105,105,93.75,93.75,93.75,93.75,,,0,0,,,,,99.5,99.5,99.5,99.5,A,A,A,A
20,20,20,20,0,0,20,20,20,20,20,20,0,20,20,20,20,20,6,20,50,50,50,50,0,50,50,100,50,50,100,75,,36,30,52,,,,0,0,100,100,100,100,90.56,90.56,90.56,90.56,100,100,100,100,93.75,93.75,93.75,93.75,90,90,90,90,75,75,75,75,81.25,81.25,81.25,81.25,,,0,0,,,,,88.02,88.02,88.02,88.02,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,50,44,50,0,0,0,60,50,0,0,0,,23,33,38,,,,0,0,100,100,100,100,94.44,94.44,94.44,94.44,48,48,48,48,27.5,27.5,27.5,27.5,57.5,57.5,57.5,57.5,82.5,82.5,82.5,82.5,59.38,59.38,59.38,59.38,,,0,0,,,,,58.72,58.72,58.72,58.72,E,E,E,E
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,35,37,40.43,40,42,100,40,12,76.67,15,,32,32,44,,,,0,0,100,100,100,100,100,100,100,100,86.48,86.48,86.48,86.48,60.92,60.92,60.92,60.92,80,80,80,80,80,80,80,80,68.75,68.75,68.75,68.75,,,0,0,,,,,76.63,76.63,76.63,76.63,C,C,C,C
20,20,20,17.27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,50,80,50,50,100,90,,32,37,42,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,80,80,80,80,92.5,92.5,92.5,92.5,65.63,65.63,65.63,65.63,,,0,0,,,,,87.13,87.13,87.13,87.13,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,15,20,20,50,50,50,50,49.2,0,50,100,50,50,100,25,,39,41,52,,,,0,0,0,0,0,0,98.61,98.61,98.61,98.61,99.73,99.73,99.73,99.73,81.25,81.25,81.25,81.25,97.5,97.5,97.5,97.5,102.5,102.5,102.5,102.5,81.25,81.25,81.25,81.25,,,0,0,,,,,91.33,91.33,91.33,91.33,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,90,,40,45,61,,,,0,0,,,0,0,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,100,100,100,100,112.5,112.5,112.5,112.5,95.31,95.31,95.31,95.31,,,0,0,,,,,100.31,100.31,100.31,100.31,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,0,20,20,50,50,50,50,50,50,0,100,50,50,100,40,,36,43,49,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,85,85,85,85,90,90,90,90,107.5,107.5,107.5,107.5,76.56,76.56,76.56,76.56,,,0,0,,,,,91.19,91.19,91.19,91.19,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,93.75,93.75,93.75,93.75,,,0,0,,,,,100.25,100.25,100.25,100.25,A,A,A,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,45,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,112.5,112.5,112.5,112.5,95.31,95.31,95.31,95.31,,,0,0,,,,,99.81,99.81,99.81,99.81,A,A,A,A
20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,0,20,20,50,50,50,50,50,50,50,100,50,50,100,25,,37.5,45,56,10,,,0,0,0,0,0,0,94.44,94.44,94.44,94.44,100,100,100,100,81.25,81.25,81.25,81.25,93.75,93.75,93.75,93.75,112.5,112.5,112.5,112.5,87.5,87.5,87.5,87.5,100,100,100,100,,,,,97.92,97.92,97.92,97.92,A,A,A,A
